Date,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,GS,GS,GS,GS,GS,,MSFT,MSFT,MSFT,MSFT,MSFT,JPM,JPM,JPM,JPM,JPM,AAPL,AAPL,AAPL,AAPL,AAPL,V,V,V,V,V
2023-01-03,324.41339111328125,326.64349177811016,321.2181659736787,323.73873905161395,1589700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-04,325.8002014160156,328.2457973992726,323.34519753464247,326.1094038547107,1881000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-05,322.1083679199219,323.4014535258576,318.7163773277923,322.5674962367928,1397800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-06,326.15625,327.01831659709,319.4753554031537,325.42537926145144,3097800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-09,330.766357421875,334.0459105407888,327.4868043029612,329.71690499909204,1989000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-10,334.8517150878906,334.98291093266494,328.423804984333,330.42903110005926,1610100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-11,341.5233154296875,342.4790606534335,333.7741813102674,336.26664521049696,2127000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-12,346.639404296875,346.7893301598606,339.7336068696357,343.17243662949056,2103100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-13,350.44366455078125,350.771625570918,339.5367945271898,340.5956262172782,3310200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-17,327.8803405761719,343.68778094049424,322.3331985310887,341.82310142270273,14448300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-18,327.1026611328125,332.4436596746463,325.8939034131568,326.38116966053525,5585200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-19,328.6581115722656,329.9793065570093,323.7575113320124,324.23539827842365,3100400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-20,320.30926513671875,330.063596574825,316.9078954640282,327.8334958750756,11247200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-23,327.1495361328125,327.5430665460471,314.9870672234498,320.15003068590653,4915700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-24,326.39044189453125,328.2363626987818,318.5851190595613,318.5851190595613,2372000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-25,327.6086120605469,327.91781447861393,322.23950494700887,323.03597354503177,1985200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-26,332.6123046875,332.6404140012038,327.50556013296904,329.5763844257469,1919200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-27,331.42230224609375,333.5680465596987,329.67005972490756,329.7825255740161,2427400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-30,334.9454650878906,339.5087248050473,330.2041701846266,331.03812748749135,3184500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-01-31,342.76953125,342.8726177925961,334.38323369290686,336.5383858304487,2311500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-01,342.67584228515625,345.7024118654032,336.16360339383164,336.4821851503676,2889400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-02,346.1990051269531,349.40360967479353,341.58887778707356,344.8215916469374,2619600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-03,346.64874267578125,350.9777477999791,342.4227954852876,342.5914513379478,2243100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-06,347.4452209472656,347.8762685232957,342.7414149887231,345.75860504376243,1816200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-07,350.8184814453125,352.6081838898095,344.2031564910117,344.98089511221787,2205500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-08,351.4744567871094,354.5197566164111,348.5509735262499,349.43177022605227,1893200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-09,344.8122253417969,355.765935668279,344.63419016045964,353.29223033067217,2052500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-10,347.8949890136719,348.7851648578182,341.5982459665516,343.8845652547903,1933400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-13,350.46240234375,351.43690612380874,344.8215813347496,345.84292443496844,1570600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-14,348.363525390625,353.3015854196758,346.11469452979213,350.3874817440053,2155500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-15,350.7622985839844,350.7904078987352,345.0558789260689,345.5150072654781,1687200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-16,346.883056640625,350.67795696114837,345.5712124155905,347.3984035894342,1947800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-17,345.2900695800781,347.68882598477734,343.75335106699447,344.8684013405185,1857300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-21,338.37493896484375,343.6222300290368,337.4098144112578,343.6222300290368,2403000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-22,338.159423828125,340.13651214259454,335.4889248318856,338.8528059144608,2203800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-23,340.6425476074219,344.70919054739215,336.96005577357806,340.3239658392698,1931400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-24,340.9329528808594,342.1791703929333,336.8850407500188,337.48474414515005,2428600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-27,342.50714111328125,346.97669301236067,341.55139597004705,345.0277141137755,2842400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-02-28,329.50140380859375,342.9569575402067,329.20155206854184,342.9475782372564,4945600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-01,326.7457580566406,332.7006576037503,326.49093399856133,329.7279310609284,2717400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-02,329.4542236328125,330.0959493708782,321.32874083693764,324.6317765360345,3259800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-03,336.99456787109375,337.6362935992869,329.88832375694085,330.90756231365725,2396200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-06,336.956787109375,338.66492597751915,333.82364397454893,337.9099579739863,1614200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-07,326.60418701171875,336.15470386684524,326.17952823468397,335.5412598552589,2048500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-08,329.6335144042969,330.01099841647255,325.74537435853773,326.70796290961334,1584600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-09,322.8387451171875,334.3521967629411,321.8572634686505,329.54864200259493,3177800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-10,309.230224609375,320.80026758316063,307.68250258014865,319.79992190092867,4559700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-13,297.7545166015625,307.7579729385698,296.83910271409843,301.6804138508835,5660700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-14,304.02081298828125,308.01277761152465,301.0009121557276,306.4933663349953,3785900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-15,294.6213073730469,294.9233060773391,287.27913307601005,293.2812061228638,6596700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-16,297.358154296875,300.4063948516884,287.7604920970511,291.61087545033257,4399100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-17,286.4580993652344,292.9320346296564,284.88206701708873,292.6394823830241,6369800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-20,292.11102294921875,294.6307798604697,289.0250544176275,289.5157807553171,3963700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-21,299.4248962402344,302.2938266696178,297.6035149400781,299.7457591013874,3242400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-22,296.0180969238281,304.0869304330908,295.8482046140149,299.4249287787916,2505900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-23,297.1316223144531,303.27524835132107,295.04599953021045,297.47134926203347,2585900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-24,294.97991943359375,295.1497829001979,288.1756463083015,292.69609389302985,2456700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-27,300.6045227050781,302.8411448560396,299.3210713847659,300.68945444243565,2300600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-28,300.5196228027344,302.56748877638364,298.33017511830883,301.13303794875236,1224300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-29,302.6712951660156,304.54929753354344,300.7460892976846,304.3511234706837,1475900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-30,303.0676574707031,306.5877309324705,301.87855555054466,306.29517868230164,1456300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-03-31,308.7016906738281,308.9093112046058,304.27564950439546,305.26654865572516,2281100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-03,308.1448974609375,310.4664803471971,304.9645506681838,307.78630636160966,1808800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-04,304.4927062988281,308.4752248687448,302.10508444910323,308.42805016348865,1536800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-05,303.4357604980469,304.0680686334008,301.39731196640423,301.6332431094158,1329300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-06,304.25677490234375,305.04008237024266,301.9729777264687,302.35046176874204,1311000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-10,306.67266845703125,306.70097903660826,303.22808020764523,304.2567363325194,1114400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-11,308.9470520019531,310.6740837808369,305.45528900452706,307.70132888278823,1559600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-12,311.6555480957031,313.3825799392875,308.7677536295689,313.05227062710946,1862400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-13,313.43927001953125,314.2036846756922,308.5979579970516,311.5046172229217,1765500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-14,317.9595947265625,320.5170794423047,315.50590585676275,317.5915284360119,2275700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-17,320.5643615722656,321.29104793812684,314.9020140366266,317.0914619957857,3012100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-18,315.1190490722656,317.610466758943,307.77687366503744,309.541633859806,7549500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-19,317.9313659667969,318.02571537823195,313.0051228420834,314.2413996538242,2625400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-20,319.6488952636719,320.21513568461813,315.5059599707803,316.10051097276465,2217900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-21,322.43292236328125,323.09351224594826,317.0914381339313,319.92261168869857,2278900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-24,324.6034851074219,325.64158786271645,322.31024138448987,322.7443466093631,1966300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-25,320.3755798339844,324.1410310932672,319.29027369944043,321.81003059938166,2138200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-26,317.6199035644531,321.4325584662415,315.80796872016714,318.5824921504685,2041900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-27,322.3762512207031,324.03718653122434,319.6960774603658,320.99842170169626,1768200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-04-28,324.11273193359375,324.7355935353052,320.58321165741376,320.9134921793737,1714100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-01,321.4042663574219,327.9065133174279,321.21550993354157,324.6884092515199,1375000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-02,314.6094055175781,320.7625071725981,311.4290588278804,319.93202507436104,2397600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-03,310.155029296875,315.98723938361894,309.7775452835275,313.65623888096326,1825400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-04,303.1809387207031,308.57904395279076,300.6328710789126,307.60700888058795,2965100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-05,308.6167907714844,309.41896239589903,304.2756808985345,306.7670987247378,2413400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-08,308.135498046875,311.71219319285404,307.3427729168881,311.0893603622965,1607300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-09,306.4934387207031,308.76781854247383,305.1061623580526,306.74826280375925,1253300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-10,304.3982849121094,311.35355773146813,301.1235601866416,311.35355773146813,1752200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-11,302.6712951660156,303.82264010293534,300.2742270907533,301.67094959133595,1515200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-12,301.51995849609375,305.0306145639242,299.4626461295105,303.9170266370783,1099100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-15,303.9453430175781,305.0589309656714,300.16099872596646,302.3882034223379,1178200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-16,302.7562255859375,304.8890519680175,302.4636733229316,304.35112214241946,1618900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-17,311.5989074707031,311.7971103257404,304.50211053318316,304.50211053318316,2098100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-18,311.0326232910156,311.99524045085093,307.3332403870889,311.42900014509695,1645400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-19,307.7957458496094,313.2693653352586,306.51229432895235,311.4290910047016,1546100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-22,306.6349792480469,308.9187764251064,304.2850856433177,307.79574195863484,1498900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-23,305.36090087890625,308.73000378706115,304.64366114266744,305.38921145795877,1550900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-24,301.8125305175781,303.7849112696704,300.8593595550134,302.35990685654673,1439100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-25,305.653564453125,306.88039505913974,300.8594267861352,300.9726979437824,1618500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-26,313.32598876953125,314.1375780369628,305.7667461080231,306.44622891804835,2718700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-30,312.2123718261719,313.8167150381943,309.2868488398287,313.39202748201575,1998600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-05-31,307.9998474121094,311.1854027938801,306.02196671143304,310.063335578886,2938000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-01,300.86798095703125,308.74151623866834,298.6048100418196,308.57987775585394,3339700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-02,307.7620849609375,309.3025548645199,301.48607174456606,302.6176572207979,3987700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-05,306.0124206542969,307.60994288573005,304.5955736892198,307.07743547525234,1462900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-06,310.7574462890625,311.9651208331586,305.62253693799147,306.60197329751156,1495600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-07,319.2681579589844,321.25555715761243,310.301080099972,311.5562887578892,3382700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-08,319.00189208984375,319.8196610507635,315.07462775275417,318.8972768625863,2009500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-09,319.5248718261719,319.6960577367266,316.21572252080216,318.75463679685447,1702100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-12,322.8244934082031,323.395045330148,319.8386504805378,321.82604930940676,2290800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-13,325.686767578125,328.3302969687829,322.78650286149804,323.49968556422385,1772400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-14,321.8070373535156,330.6600088481796,320.67545191259086,327.85481219658095,1819400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-15,323.062255859375,327.1131430213966,319.2205991434977,320.7610691855399,3322700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-16,321.7024841308594,324.6407936843112,320.5613800819835,324.6217859239731,4544900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-20,314.48504638671875,318.9162917375639,313.06819936735604,318.8592394427895,3208100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-21,309.1123962402344,313.8003767217361,308.9697655092563,312.32647746916734,2158700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-22,303.89190673828125,308.3421890825036,303.3499099116826,307.80016323642496,2409100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-23,299.260986328125,302.1137173610148,298.65241879790517,301.02017626896986,2612000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-26,297.02630615234375,301.0962298041962,296.84565990617426,299.6603460675749,2481000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-27,298.06280517578125,300.18331628797677,295.3146608479277,297.0738504709352,2156800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-28,298.26251220703125,299.44163162965066,295.438307606501,296.4177440022686,2423500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-29,307.2295837402344,309.52128088441947,300.72536122794975,302.24682340485623,3553600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-06-30,306.70660400390625,310.0252715317608,306.6210255626712,309.82558850221227,2361800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-03,310.5767517089844,313.2297991661508,306.58294647077804,306.58294647077804,1106800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-05,304.33880615234375,308.6749544603316,303.9394401084243,308.04737924845824,2561000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-06,297.6349182128906,302.99806613176344,297.4827690854603,302.3894696220422,2896900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-07,299.6983947753906,301.7903799033334,297.3496453087548,297.82510043139786,2903100.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-10,300.93450927734375,304.3672806808906,300.48758038624356,301.1247028980353,1775800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-11,305.1280822753906,305.28023139603874,299.13733035521705,303.17869887284724,2041700.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-12,310.3770751953125,316.9859125167807,308.33262412375325,308.64641171281187,2741300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-13,312.545166015625,313.11571795493535,309.70195372703995,311.28046818402515,2787800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-14,310.1773986816406,316.1586319308099,309.06482098544825,315.6926662022369,1815200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-17,311.1378479003906,311.41359098107563,308.43723723161486,309.8921577844693,1777400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-18,320.7134704589844,321.6453728954638,311.2328946706583,311.2328946706583,3887400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-19,323.8324890136719,328.9008571315965,315.0365687941783,321.4076793717653,6037400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-20,333.6363830566406,334.41613648864904,322.51074965394093,322.51074965394093,3915000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-21,334.682373046875,337.64920846870234,329.7566647755212,334.51121616164926,3217400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-24,341.3101501464844,343.86810059895635,334.72035021627494,335.50959281895547,3517500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-25,337.2878723144531,343.10743831561297,336.6032157837592,339.8743493171327,2893000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-26,340.0074462890625,342.5749154179646,336.8884620167874,337.088145031865,2281600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-27,337.10723876953125,342.84122704144585,336.7839327316176,340.54952960673796,2010800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-28,335.89007568359375,338.9995421024289,334.3495765296534,338.6286731340319,1827400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-07-31,338.40045166015625,339.6651786393742,336.64126176049194,337.45905972757333,1385500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-01,340.1595764160156,340.30220713311,336.04214827869384,336.6221895347025,2024300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-02,333.8645935058594,337.56361927634225,331.7440532081627,337.56361927634225,2106600.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-03,335.8234558105469,337.772810148143,331.50631529872436,332.80905765325684,1840400.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-04,335.8805236816406,341.12004850801844,335.2053855215223,335.99462826988844,1725300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-07,338.1056213378906,340.11205690816604,336.5461437325475,337.9534722267271,1260300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-08,331.1640319824219,334.7204272355663,325.2398503374616,334.4351657519642,1917300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-09,325.8674621582031,331.35420429590954,325.67726848508283,329.79472645034775,1326000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-10,323.6898193359375,330.21307825820134,323.11926742427534,327.17967246368187,1345900.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-11,324.0036315917969,325.01159404708113,320.97971520646877,323.2428860466458,1256800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-14,321.1604309082031,321.83559810571006,318.42180463969424,320.84664328219765,1347000.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-15,315.9018859863281,317.63254960577973,314.25682982650596,316.93837467635717,1657800.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-16,312.95404052734375,316.57703507029845,312.82092819009466,314.3138641617788,3340300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-17,311.44207763671875,317.5944673841542,308.09488440134453,313.80034522359165,3135200.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-18,308.979248046875,311.53719883727587,307.3341919535044,308.3992067472297,1730500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-21,306.2501525878906,310.3676102185346,303.7112384730023,309.41669996917284,1983500.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-22,303.14068603515625,306.80169629324536,302.6842386691799,306.6495471712532,1810300.0,GS,,,,,,,,,,,,,,,,,,,,
2023-08-23,306.50689697265625,306.6210305823164,302.3894682397237,304.8808485236137,1429000.0,GS,,,,,,,,,,,,,,,,,,,,
